Admin,Masuk form penjualan,26 September 2012,20:24:25
Admin,Masuk form penjualan,26 September 2012,20:27:46
Admin,Masuk form penjualan,26 September 2012,20:34:18
Admin,Masuk form pembelian,26 September 2012,20:34:19
Admin,Berhasil login.,26 September 2012,20:34:19
Admin,Masuk form pembelian,26 September 2012,20:34:36
Admin,Masuk form penjualan,26 September 2012,20:35:48
Admin,Masuk form penjualan,26 September 2012,20:37:21
Admin,Masuk form pengambilan pengguna,26 September 2012,20:40:30
Admin,Masuk form barang,26 September 2012,20:44:57
Admin,Masuk form penjualan,26 September 2012,20:53:16
Admin,Masuk form pembelian,26 September 2012,20:53:17
Admin,Berhasil login.,26 September 2012,20:53:17
Admin,Masuk form penjualan,26 September 2012,20:58:41
Admin,Masuk form barang,26 September 2012,20:59:08
Admin,Masuk form penjualan,26 September 2012,20:59:23
Admin,Keluar program,26 September 2012,21:17:49
Admin,Masuk form penjualan,27 September 2012,08:59:27
Admin,Masuk form pembelian,27 September 2012,08:59:28
Admin,Berhasil login.,27 September 2012,08:59:28
Admin,Masuk form barang,27 September 2012,08:59:35
Admin,Masuk form penjualan,27 September 2012,09:04:02
Admin,Masuk form pembelian,27 September 2012,09:04:02
Admin,Berhasil login.,27 September 2012,09:04:02
Admin,Masuk form barang,27 September 2012,09:04:04
Admin,Keluar program,27 September 2012,09:04:24
Admin,Masuk form penjualan,27 September 2012,09:04:49
Admin,Masuk form pembelian,27 September 2012,09:04:50
Admin,Berhasil login.,27 September 2012,09:04:50
Admin,Masuk form barang,27 September 2012,09:04:52
Admin,Keluar program,27 September 2012,09:05:01
Admin,Masuk form penjualan,27 September 2012,09:05:31
Admin,Masuk form pembelian,27 September 2012,09:05:32
Admin,Berhasil login.,27 September 2012,09:05:32
Admin,Masuk form barang,27 September 2012,09:05:33
Admin,Masuk form barang,27 September 2012,09:05:41
Admin,Masuk form penjualan,27 September 2012,09:06:41
Admin,Masuk form pembelian,27 September 2012,09:06:42
Admin,Berhasil login.,27 September 2012,09:06:42
Admin,Masuk form barang,27 September 2012,09:06:43
Admin,Keluar program,27 September 2012,09:07:42
Admin,Masuk form penjualan,27 September 2012,09:09:52
Admin,Masuk form pembelian,27 September 2012,09:09:53
Admin,Berhasil login.,27 September 2012,09:09:53
Admin,Masuk form barang,27 September 2012,09:09:54
Admin,Keluar program,27 September 2012,09:10:47
Admin,Masuk form penjualan,27 September 2012,09:11:32
